Product,Company,Category,Units Sold,Revenue,Cost of Goods Sold,Profit,Purchase Date,Customer Name,Customer State,Customer City,Customer Zip Code,Order ID
Black Tea,Coca-Cola,Tea,607,7101,5389,1712,2022-06-23,Wendy Harper,Wisconsin,Deannaville,43499,1-932355-54-5
Coffee,Coca-Cola,Coffee,640,1035,5445,-4410,2020-06-16,Kristen Burch,New Mexico,East Jonathanside,29088,0-06-097359-5
Beer,Coca-Cola,Alcoholic,603,6893,3597,3296,2021-11-20,Karen Harris,New Hampshire,West Cindyview,29798,0-537-99339-8
Beer,Dr. Pepper,Alcoholic,551,2735,2026,709,2020-09-04,Catherine Thompson,Vermont,North Donaldshire,89027,1-337-70661-2
Wine,Dr. Pepper,Alcoholic,728,2755,7218,-4463,2023-03-29,Brandon Hamilton,Texas,Richardhaven,82559,0-7160-4873-6
Wine,Dr. Pepper,Alcoholic,330,4834,2280,2554,2020-05-22,Beth Davis,Virginia,North Robertstad,08918,1-77618-883-7
Wine,Pepsi,Alcoholic,479,3475,7740,-4265,2021-03-30,Leonard Erickson,Indiana,Lake Franceshaven,12617,0-593-60764-3
Energy Drink,Dr. Pepper,Soft Drink,756,8567,919,7648,2022-02-28,Charles Martinez,California,North Karenborough,06050,0-7197-1836-8
Green Tea,Pepsi,Tea,617,5438,6529,-1091,2020-02-10,Miranda Joseph,Connecticut,Seanfurt,21651,1-69615-356-5
Herbal Tea,Coca-Cola,Tea,791,7960,3451,4509,2021-07-27,Leah Holder,Illinois,North Kristenburgh,19923,0-295-99585-8
Coffee,Pepsi,Coffee,189,1122,6250,-5128,2021-11-29,Peter Williams,New York,Port Scottfort,08676,0-14-698735-7
Vodka,Coca-Cola,Alcoholic,454,2603,7041,-4438,2022-12-04,Jon Moore,Connecticut,Murphyburgh,75951,1-58922-249-0
Vodka,Coca-Cola,Alcoholic,616,2298,3837,-1539,2022-07-16,Amanda Smith,Michigan,Lake Heathermouth,79321,0-560-30582-6
Herbal Tea,Dr. Pepper,Tea,406,7289,1723,5566,2023-01-08,Bethany Holmes,Ohio,Murphyland,06282,1-4369-3483-4
Beer,Pepsi,Alcoholic,460,5157,3687,1470,2021-12-31,Ray Sanchez,Wyoming,West Russellshire,19975,1-993800-20-4
Cola,Pepsi,Soft Drink,854,7230,7118,112,2023-04-02,Ryan Wilson,Arizona,East Courtneychester,45460,0-00-225774-2
Green Tea,Pepsi,Tea,227,4009,3674,335,2021-02-01,Amy Shaffer,Florida,Anthonyshire,89138,1-4459-2119-7
Wine,Dr. Pepper,Alcoholic,678,3670,5966,-2296,2021-06-05,William Hill,Montana,South Kimberlyburgh,26146,1-263-40443-X
Lemonade,Coca-Cola,Soft Drink,498,7140,3447,3693,2020-07-21,Louis Martin,Alabama,Lake Stephanie,13675,1-181-74665-5
Coffee,Dr. Pepper,Coffee,456,1888,2530,-642,2023-03-22,Robert Thomas,Iowa,Lake Brittany,19224,0-912610-17-4
Vodka,Dr. Pepper,Alcoholic,691,2218,3504,-1286,2021-09-04,Laura Henderson,Utah,Mooreshire,56440,0-308-58842-8
Energy Drink,Coca-Cola,Soft Drink,469,3154,5268,-2114,2023-07-20,Heidi Robertson,Oklahoma,Harveyton,03182,1-108-82891-4
Coffee,Pepsi,Coffee,162,2278,7461,-5183,2023-01-27,Jeanette Humphrey,Hawaii,Port Tammyport,05290,0-505-87431-8
Herbal Tea,Dr. Pepper,Tea,233,1433,5186,-3753,2021-06-01,Rebecca Marshall,California,West Joelhaven,89509,1-58766-648-0
Black Tea,Pepsi,Tea,223,8881,7869,1012,2023-06-24,Patrick Logan,Oregon,Lake William,15450,0-19-925876-7
Lemonade,Pepsi,Soft Drink,969,6684,873,5811,2020-10-31,Thomas Johnson,Pennsylvania,North Dalefort,79358,0-338-45042-4
Herbal Tea,Dr. Pepper,Tea,542,4337,6980,-2643,2022-07-29,Lauren Galloway,Alaska,Anthonymouth,21382,0-345-38820-8
Black Tea,Coca-Cola,Tea,889,5123,3758,1365,2020-10-24,Sydney Zimmerman,West Virginia,New Karenburgh,97148,0-04-146195-9
Beer,Dr. Pepper,Alcoholic,433,2814,6680,-3866,2023-06-10,Yolanda Robinson,Montana,Ronaldhaven,52143,0-86681-361-6
Wine,Coca-Cola,Alcoholic,882,2985,1672,1313,2020-01-24,Alyssa Rodgers,Colorado,North Michaelborough,57323,1-168-09932-3
Wine,Coca-Cola,Alcoholic,899,3304,2019,1285,2022-06-22,Dr. Lisa Richardson,Mississippi,North Andrew,58314,1-4781-8209-1
Green Tea,Dr. Pepper,Tea,182,3020,2254,766,2021-04-17,Joseph Bennett,New York,Christopherbury,66381,1-295-59975-9
Green Tea,Pepsi,Tea,168,2488,2352,136,2021-03-03,Daniel Williams,New Hampshire,Laraland,94784,1-4611-2448-4
Coffee,Pepsi,Coffee,341,5261,7201,-1940,2021-01-24,Natalie Flores,Connecticut,Danielsside,54347,1-258-59663-6
Herbal Tea,Pepsi,Tea,387,9703,5541,4162,2021-07-12,Andrew Johnson,California,Riveraland,06038,1-4708-3497-9
Vodka,Dr. Pepper,Alcoholic,263,5179,2317,2862,2022-10-13,Carlos Kaufman,Delaware,Port Matthew,02891,0-8057-6852-1
Black Tea,Dr. Pepper,Tea,740,9546,3665,5881,2020-02-23,Hector Thomas,Minnesota,Hodgeview,25875,0-308-80854-1
Energy Drink,Pepsi,Soft Drink,555,1202,5765,-4563,2022-01-28,Aaron Rivera,Pennsylvania,Jamesburgh,88250,1-899306-84-6
Coffee,Dr. Pepper,Coffee,790,6736,4831,1905,2022-12-12,Nicholas Bowen,Illinois,West Samantha,04166,0-8134-7749-2
Cola,Dr. Pepper,Soft Drink,393,2520,3212,-692,2021-01-26,Kelly Walker,Georgia,North Suzannefort,89372,0-213-32041-X
Green Tea,Coca-Cola,Tea,551,2281,3131,-850,2022-10-29,Michael Stephenson,Connecticut,Monicaton,83558,0-11-194211-X
Energy Drink,Dr. Pepper,Soft Drink,283,4717,6745,-2028,2022-06-03,Donna Luna,New Hampshire,Tranport,72578,1-72025-090-1
Black Tea,Dr. Pepper,Tea,314,1416,5170,-3754,2021-01-03,Cheryl Rodriguez,Tennessee,Lovebury,19831,0-9676137-4-4
Wine,Dr. Pepper,Alcoholic,953,4325,1209,3116,2021-11-03,Katherine Durham,Florida,Phamborough,87291,0-480-62856-4
Herbal Tea,Pepsi,Tea,943,1124,1040,84,2021-12-18,Blake Jones,Alabama,South Robertberg,25503,1-76855-127-8
Cola,Pepsi,Soft Drink,253,6690,5647,1043,2021-10-06,Melanie Schmidt,Wisconsin,Clarkport,02896,1-141-63273-X
Vodka,Dr. Pepper,Alcoholic,622,7919,5986,1933,2022-06-26,Megan Hoover,Colorado,New Judith,67267,1-956411-58-5
Wine,Pepsi,Alcoholic,187,4152,4280,-128,2021-11-23,Walter Williams,West Virginia,North Paul,21918,0-04-858846-6
Vodka,Pepsi,Alcoholic,521,4261,3930,331,2020-02-25,Christine Williams,Oregon,Avilaview,24768,0-472-61358-8
Coffee,Coca-Cola,Coffee,973,1490,2025,-535,2021-03-19,Joseph Evans,Mississippi,North Michael,58645,1-336-57576-X
Coffee,Coca-Cola,Coffee,759,7859,7742,117,2022-05-21,Jason Sexton,Georgia,Kimberlyborough,55689,1-07-231859-8
Beer,Coca-Cola,Alcoholic,512,7678,5023,2655,2022-02-16,Jeff Sanders,Idaho,East Emily,83219,1-5108-2134-1
Lemonade,Dr. Pepper,Soft Drink,600,7759,2732,5027,2020-04-28,Melody Pearson,Maine,South Julieborough,37112,0-8170-4819-7
Green Tea,Dr. Pepper,Tea,724,8348,7381,967,2021-01-06,Amber Sanders,Idaho,Davidshire,01315,0-7578-6133-4
Energy Drink,Dr. Pepper,Soft Drink,253,1130,2709,-1579,2021-02-12,Michael Cobb,Texas,Lake Danielview,05458,0-05-452035-5
Vodka,Coca-Cola,Alcoholic,942,9556,3296,6260,2021-08-15,Steven Zimmerman III,Minnesota,New Kristinville,96845,1-4020-1114-8
Coffee,Coca-Cola,Coffee,930,5768,6044,-276,2020-08-04,Scott Rodriguez,California,East Terri,03255,0-9978528-1-X
Cola,Dr. Pepper,Soft Drink,522,8697,4858,3839,2020-12-24,David Miller,North Dakota,West Michaelburgh,78839,0-415-77580-9
Vodka,Coca-Cola,Alcoholic,492,5583,2334,3249,2021-11-27,Andrea Jackson,Nevada,Jacobtown,68039,1-914480-28-7
Green Tea,Coca-Cola,Tea,927,3374,3284,90,2021-07-17,Denise Mcintyre,Ohio,Erinshire,49617,0-427-77081-5
Beer,Coca-Cola,Alcoholic,601,4024,3668,356,2020-08-02,Caitlin Barnes,South Dakota,South Marc,72381,1-69256-738-1
Green Tea,Pepsi,Tea,502,3181,5539,-2358,2021-11-10,Kathleen Vasquez,Minnesota,Murrayborough,29389,0-13-657802-0
Lemonade,Dr. Pepper,Soft Drink,669,8395,3231,5164,2021-07-11,Patricia Torres,Iowa,Wuland,66004,0-85681-064-9
Black Tea,Coca-Cola,Tea,364,5247,7779,-2532,2021-04-17,Theresa Curry,Nevada,New Patrickland,95312,1-4538-5281-6
Coffee,Dr. Pepper,Coffee,609,5454,2311,3143,2022-08-17,Julian Hardin,West Virginia,South Angelaton,47901,1-85926-447-6
Coffee,Dr. Pepper,Coffee,669,8549,1774,6775,2021-05-11,Christina Wilson,Washington,East James,83279,0-551-34758-9
Black Tea,Coca-Cola,Tea,749,3670,7590,-3920,2022-02-25,Justin Reed,Kansas,Allisonside,01204,0-947966-21-8
Cola,Dr. Pepper,Soft Drink,298,5625,3548,2077,2021-05-12,Drew Wilson,North Carolina,West Jerome,75678,0-05-442073-3
Vodka,Coca-Cola,Alcoholic,469,4462,3784,678,2022-07-13,Joseph Coffey,Maryland,Lake Tina,08367,0-7803-7372-3
Wine,Dr. Pepper,Alcoholic,862,5599,4028,1571,2022-04-05,Thomas Chung,New Jersey,South Jared,53892,0-8090-1017-8
Black Tea,Pepsi,Tea,647,9359,1466,7893,2023-01-28,Harold Edwards,Delaware,Lake Jacob,50569,0-15-763861-8
Wine,Pepsi,Alcoholic,145,6412,7948,-1536,2022-01-11,Roy Freeman MD,Florida,Thomaston,26825,0-06-681687-4
Coffee,Dr. Pepper,Coffee,697,4204,5458,-1254,2021-12-01,Carla Hunter,New Mexico,Lyonsfort,82247,1-82963-974-9
Energy Drink,Pepsi,Soft Drink,623,9392,7053,2339,2022-12-18,Jennifer Harris,New Hampshire,East Benjaminport,59278,1-75417-971-1
Black Tea,Dr. Pepper,Tea,916,1621,1830,-209,2023-06-08,Alex Hall,New Mexico,Cunninghamburgh,89442,1-231-59432-2
Wine,Coca-Cola,Alcoholic,163,3904,986,2918,2020-09-06,Bradley Frost,Georgia,West Thomaschester,05381,0-89229-719-0
Lemonade,Dr. Pepper,Soft Drink,769,6763,1477,5286,2022-03-17,Diana Rodgers,Pennsylvania,Kathleenberg,58603,0-01-224949-1
Green Tea,Dr. Pepper,Tea,514,6716,2845,3871,2022-09-08,Nicole Osborne,Texas,South Nicole,27953,1-77663-661-9
Black Tea,Coca-Cola,Tea,435,9827,4268,5559,2023-01-23,David Williams,Oregon,Cookhaven,58796,1-79570-948-0
Green Tea,Pepsi,Tea,173,1061,751,310,2020-05-02,Michael Jones,South Dakota,Johnstonview,96761,1-05-679353-8
Herbal Tea,Pepsi,Tea,197,1104,1085,19,2020-03-17,Teresa Thompson,Kansas,Howellview,97356,0-289-18417-7
Coffee,Coca-Cola,Coffee,127,2016,5794,-3778,2021-12-09,Erica Hanna,Michigan,Reneeville,48393,1-76159-892-9
Wine,Coca-Cola,Alcoholic,777,6360,4413,1947,2021-04-12,Dr. Terry Fleming,Oklahoma,Lake Joshua,05168,0-8245-3445-X
Lemonade,Pepsi,Soft Drink,866,6760,3449,3311,2020-02-19,Barry Lee,Iowa,East Sean,57772,1-67921-067-X
Energy Drink,Pepsi,Soft Drink,906,2358,4412,-2054,2023-01-10,Jeffrey Johnson,New Mexico,Burgessside,35203,0-7431-8121-2
Black Tea,Pepsi,Tea,763,5234,6274,-1040,2022-12-25,Margaret Hall,Washington,Wadeshire,83412,0-05-870455-8
Coffee,Dr. Pepper,Coffee,963,6250,6933,-683,2021-05-02,Blake Thomas,North Carolina,New Darrenland,39730,0-902161-54-7
Energy Drink,Coca-Cola,Soft Drink,285,6573,5428,1145,2022-04-29,Gina Adams,Massachusetts,Sydneyside,48488,0-8486-7368-9
Lemonade,Dr. Pepper,Soft Drink,233,1260,3007,-1747,2022-05-19,Catherine Anderson,South Carolina,South Yvonneville,04254,1-76272-280-1
Beer,Dr. Pepper,Alcoholic,537,6792,6885,-93,2021-03-02,Tiffany Moore,Montana,South Dianafurt,80829,1-261-28725-8
Vodka,Dr. Pepper,Alcoholic,185,2440,1574,866,2020-07-04,Donald Campos,South Dakota,Jamesshire,01409,1-9812-8288-2
Wine,Dr. Pepper,Alcoholic,249,3895,1504,2391,2020-01-16,Dr. Christina Martin,Washington,Saramouth,89139,0-8485-1592-7
Coffee,Pepsi,Coffee,954,7122,4572,2550,2022-01-04,Michael Davidson,Texas,New Daniel,70661,1-282-92098-7
Lemonade,Coca-Cola,Soft Drink,236,9054,3232,5822,2023-05-07,Alyssa Rogers,Tennessee,Lake Dianaberg,57136,0-654-54178-7
Vodka,Coca-Cola,Alcoholic,531,9415,1429,7986,2021-08-18,Carl Townsend,Washington,Kennethbury,76308,0-7546-2235-5
Black Tea,Dr. Pepper,Tea,182,7835,4460,3375,2020-10-02,Ruth Dodson,Alaska,Gentrytown,51015,0-948280-00-X
Cola,Dr. Pepper,Soft Drink,580,3560,5610,-2050,2022-01-12,Nicole Norris,North Dakota,Herreramouth,36130,1-76473-817-9
Lemonade,Pepsi,Soft Drink,975,5680,1395,4285,2022-08-29,Amber Perez,Tennessee,East Alexisfort,37844,1-5154-5958-6
Cola,Pepsi,Soft Drink,702,8804,6183,2621,2020-04-26,Timothy Smith,Louisiana,Joshuahaven,27168,0-85934-286-7
Black Tea,Pepsi,Tea,267,5495,3856,1639,2021-01-08,Brenda Cain,Colorado,Robertsshire,89405,1-244-53794-2
Vodka,Pepsi,Alcoholic,100,8619,6958,1661,2020-04-06,Heidi Cantu,Colorado,Port Adamfort,60178,0-429-84393-3
Wine,Dr. Pepper,Alcoholic,619,9114,2933,6181,2022-01-23,Robert Fleming,Indiana,West Jessicamouth,89054,0-7136-0352-6
Vodka,Coca-Cola,Alcoholic,714,5682,2619,3063,2020-02-17,Cheryl Obrien,Georgia,Harrisonhaven,88192,1-83308-560-4
Herbal Tea,Coca-Cola,Tea,348,3865,1022,2843,2021-07-31,Mark Fisher,Hawaii,North Jenniferchester,82305,0-470-70378-4
Lemonade,Pepsi,Soft Drink,272,1313,3972,-2659,2023-02-14,Becky Jimenez,Texas,Port Kenneth,20036,1-02-592270-0
Energy Drink,Coca-Cola,Soft Drink,607,7109,2114,4995,2022-08-29,Amanda Adams,New Hampshire,South Jason,48242,1-04-087623-4
Vodka,Dr. Pepper,Alcoholic,918,2380,2787,-407,2022-03-20,Katherine Clark,Rhode Island,Erinborough,66759,1-05-040667-2
Coffee,Pepsi,Coffee,102,3144,7794,-4650,2020-08-23,Erik Collins,Montana,North Robertville,02904,0-00-616087-5
Green Tea,Pepsi,Tea,807,3104,7914,-4810,2021-01-11,Ronald Thompson,Vermont,South Anthony,06332,1-4279-1901-1
Black Tea,Dr. Pepper,Tea,436,9495,2527,6968,2022-09-04,Carol Clark,Tennessee,Kelleyville,22373,0-416-14287-7
Vodka,Pepsi,Alcoholic,517,9520,6201,3319,2021-05-23,Mary Howe,Illinois,Cunninghamville,70367,0-8149-1287-7
Coffee,Pepsi,Coffee,333,3310,5009,-1699,2021-12-10,Walter Mcgee,South Dakota,Williamburgh,73165,0-676-99778-3
Black Tea,Pepsi,Tea,376,1129,1558,-429,2023-02-03,Christopher French,Alaska,Lake Gina,03367,0-7843-0517-X
Vodka,Coca-Cola,Alcoholic,617,2921,696,2225,2023-04-02,Ebony Gray,Michigan,West Steven,72909,1-4440-3662-9
Energy Drink,Pepsi,Soft Drink,453,8845,2480,6365,2023-07-20,Sherry Preston,Florida,Sarahport,39474,0-2288-6038-5
Vodka,Pepsi,Alcoholic,638,9083,4581,4502,2020-09-27,Kristen Perry,Texas,Cherylside,60426,1-73046-663-X
Energy Drink,Pepsi,Soft Drink,135,4396,5118,-722,2020-11-17,Samuel Mcgee,Delaware,Kaylaburgh,72703,1-4532-8727-2
Herbal Tea,Dr. Pepper,Tea,174,7102,1957,5145,2020-05-31,Jennifer Walker,Kentucky,Port Carl,44290,0-949246-84-0
Cola,Pepsi,Soft Drink,226,8190,5861,2329,2022-03-14,Brian Wright,Alaska,Johnsonshire,19969,1-338-20736-9
Wine,Coca-Cola,Alcoholic,675,9252,2773,6479,2020-11-07,Lance Bridges,Oregon,South Alyssafurt,46482,0-87023-872-8
Energy Drink,Dr. Pepper,Soft Drink,911,8800,7341,1459,2023-01-17,Theresa Gonzalez,New York,Nicolemouth,99633,1-921824-82-4
Black Tea,Pepsi,Tea,431,7289,1583,5706,2020-01-26,Jerry Jones,New Hampshire,East Robert,88392,1-4803-0966-4
Lemonade,Pepsi,Soft Drink,633,3848,1509,2339,2021-10-03,Mr. Max Wright,South Dakota,Craigfurt,16392,1-398-38114-4
Herbal Tea,Dr. Pepper,Tea,490,8541,4145,4396,2022-03-30,Brandon Baker,Arizona,North Dylanfort,04628,0-8232-3581-5
Cola,Dr. Pepper,Soft Drink,616,8856,3569,5287,2022-05-27,Katie Barron,North Dakota,South Terriport,25132,0-212-47248-8
Energy Drink,Pepsi,Soft Drink,155,9850,7588,2262,2021-10-28,Matthew Middleton,Florida,Davidchester,72820,1-338-24396-9
Herbal Tea,Dr. Pepper,Tea,578,3122,1312,1810,2023-01-01,Kenneth Potter,Montana,East Alexandra,26333,0-539-51230-3
Energy Drink,Coca-Cola,Soft Drink,351,4108,3587,521,2023-02-16,Molly Parker,Ohio,Haneyfort,10408,1-178-54843-0
Lemonade,Dr. Pepper,Soft Drink,906,6166,7106,-940,2021-01-08,Mary Johnson,Idaho,East Madison,85014,0-393-15974-4
Herbal Tea,Coca-Cola,Tea,127,4527,2554,1973,2022-04-19,Kyle Chambers,Michigan,Smithport,60839,0-904217-08-6
Black Tea,Coca-Cola,Tea,793,1561,5979,-4418,2020-07-13,Willie Castillo,West Virginia,New Taraland,31412,0-459-33717-3
Herbal Tea,Pepsi,Tea,487,6716,1370,5346,2022-08-18,Stephanie Warren,Washington,Port Cody,67621,0-7039-2944-5
Energy Drink,Coca-Cola,Soft Drink,737,1449,6918,-5469,2022-07-12,Heather Moody,Vermont,South Devin,67810,1-01-997808-2
Wine,Dr. Pepper,Alcoholic,646,8639,3114,5525,2022-08-08,Jennifer Cook,Hawaii,Jamesview,76832,1-143-94216-7
Beer,Pepsi,Alcoholic,210,9031,5218,3813,2021-10-27,William Reynolds,Hawaii,Beardside,58812,0-8491-9526-8
Black Tea,Coca-Cola,Tea,378,8872,7381,1491,2020-03-23,Kelly Smith,Mississippi,South Emily,99337,1-5478-8234-4
Lemonade,Coca-Cola,Soft Drink,846,8360,4158,4202,2023-03-29,Darlene Murray,Mississippi,Lake Karenshire,53303,0-01-582694-5
Lemonade,Coca-Cola,Soft Drink,220,4365,6548,-2183,2020-10-24,Michael Allen,Colorado,Wrightstad,71618,1-5462-3046-7
Beer,Coca-Cola,Alcoholic,714,7871,1724,6147,2020-07-22,Steve Combs,Minnesota,West Jaimehaven,37299,1-210-07118-5
Green Tea,Coca-Cola,Tea,283,2747,1003,1744,2021-05-12,David Brandt,Indiana,South Tanyastad,98635,0-242-47193-5
Wine,Dr. Pepper,Alcoholic,505,4484,6261,-1777,2022-06-17,Steven Perry,Florida,West Derrickhaven,87046,1-892556-70-7
Wine,Dr. Pepper,Alcoholic,420,9022,609,8413,2021-12-09,Daniel Coffey,Utah,Bellberg,21306,0-222-41721-8
Herbal Tea,Coca-Cola,Tea,848,9494,835,8659,2022-04-15,Victoria Hall,Wyoming,North Cherylfort,60058,1-100-52589-0
Coffee,Dr. Pepper,Coffee,992,9864,1968,7896,2020-08-25,Christopher Diaz,Idaho,Christopherberg,58765,0-545-07678-1
Cola,Dr. Pepper,Soft Drink,424,1509,1287,222,2022-10-10,Kathy Vargas,Pennsylvania,Terrellmouth,97100,0-08-911633-X
Black Tea,Coca-Cola,Tea,899,4118,5399,-1281,2021-05-05,Jacob Jordan,Rhode Island,Spencerfort,22052,0-675-99140-4
Herbal Tea,Dr. Pepper,Tea,218,5649,6091,-442,2021-12-23,Nicholas Gonzalez,Michigan,Jamesville,01705,0-597-17396-6
Coffee,Coca-Cola,Coffee,145,7661,3468,4193,2020-01-18,Michael Brown,Alabama,North Josephside,21348,0-584-61282-6
Cola,Coca-Cola,Soft Drink,772,4053,2454,1599,2021-05-31,Amanda Reed,New York,Milesstad,35431,0-17-360949-X
Coffee,Dr. Pepper,Coffee,401,1370,3827,-2457,2022-05-29,Damon Strong,Ohio,South Paul,72949,0-365-03462-2
Vodka,Coca-Cola,Alcoholic,432,3478,3591,-113,2020-07-29,Leslie Ferrell,West Virginia,Port Natalie,87835,0-8341-3537-X
Beer,Dr. Pepper,Alcoholic,261,3058,1678,1380,2020-12-05,Michael Nguyen,South Dakota,Michellefurt,05295,1-05-126682-3
Wine,Pepsi,Alcoholic,331,6621,909,5712,2021-07-03,Larry Fletcher,Maryland,Bryanborough,41776,0-547-88543-1
Cola,Dr. Pepper,Soft Drink,670,1112,3814,-2702,2021-09-02,Emily Riddle,Indiana,New Brianburgh,59877,0-578-17363-8
Herbal Tea,Dr. Pepper,Tea,941,6936,5502,1434,2022-03-04,Robert Brown,New Hampshire,Chelseaport,64210,0-244-40938-2
Wine,Pepsi,Alcoholic,260,8057,1589,6468,2022-03-03,Charles Waller,Rhode Island,Cassiehaven,39119,0-690-52472-2
Energy Drink,Coca-Cola,Soft Drink,776,1125,591,534,2022-07-05,Jason Daniel,Wisconsin,Bellberg,21356,1-60257-981-4
Energy Drink,Pepsi,Soft Drink,224,7662,6654,1008,2021-01-12,Michael James,Nevada,New Justinshire,29359,1-5056-9781-6
Energy Drink,Pepsi,Soft Drink,436,9416,3312,6104,2020-05-29,Christina Randall,Kentucky,Stevenbury,49122,1-4706-4472-X
Energy Drink,Pepsi,Soft Drink,806,7717,7463,254,2020-10-05,Robert Villanueva,South Dakota,West Hannahburgh,88912,0-213-66000-8
Black Tea,Dr. Pepper,Tea,244,1074,5346,-4272,2021-10-29,Alice Christensen,Maine,Lake Wanda,81286,1-936537-83-4
Beer,Dr. Pepper,Alcoholic,161,6190,5560,630,2023-01-18,Samuel Perez,New Jersey,West Brendanburgh,49962,0-05-532182-8
Black Tea,Coca-Cola,Tea,905,4077,646,3431,2020-07-16,George Phillips,Iowa,Amymouth,39348,1-00-821054-4
Vodka,Dr. Pepper,Alcoholic,306,8847,7599,1248,2021-12-21,Mitchell Powell,Arizona,Brownmouth,80582,1-374-76490-6
Herbal Tea,Dr. Pepper,Tea,265,9038,3014,6024,2020-09-09,James Mills,Kansas,Timothymouth,61046,1-81980-333-3
Beer,Pepsi,Alcoholic,308,7005,2473,4532,2021-04-11,Aaron Moses,Georgia,West Andrewton,68037,0-426-40424-6
Lemonade,Dr. Pepper,Soft Drink,656,3044,7668,-4624,2020-05-16,Michelle Marshall,New York,Meyerton,53987,1-325-53631-8
Beer,Dr. Pepper,Alcoholic,960,6403,2590,3813,2020-04-22,John Mcclure,Massachusetts,New Alexanderborough,84542,0-270-33617-6
Wine,Coca-Cola,Alcoholic,118,3478,4401,-923,2021-06-11,Christina Robinson,Hawaii,East Charlesside,15085,0-227-17567-0
Black Tea,Coca-Cola,Tea,196,8813,2241,6572,2021-05-10,Jeremy Church,South Carolina,Jeffreyside,98622,0-541-45569-9
Black Tea,Dr. Pepper,Tea,754,5854,7970,-2116,2020-04-29,Nicole Davis,Maryland,Port Julianside,73037,1-66149-830-2
Coffee,Coca-Cola,Coffee,849,1123,1603,-480,2021-09-24,Grace Nichols,Kansas,Hartmanville,04673,0-09-496816-0
Herbal Tea,Pepsi,Tea,590,3905,2041,1864,2023-04-10,Terri Wallace,Virginia,Johnsonchester,97345,0-7184-0297-9
Wine,Dr. Pepper,Alcoholic,586,1437,1975,-538,2020-12-25,Marc Barnes,Maine,Marcusland,19800,0-423-37764-7
Black Tea,Dr. Pepper,Tea,581,4924,4002,922,2023-02-24,Jennifer Sullivan,Tennessee,East Scottburgh,19747,0-7439-4754-1
Lemonade,Pepsi,Soft Drink,986,6598,709,5889,2020-12-10,Kim Odonnell,Nebraska,Melissafurt,50648,1-309-09741-0
Lemonade,Pepsi,Soft Drink,551,8168,3291,4877,2020-11-15,Jennifer Cruz MD,Arkansas,New Ashley,03555,0-227-29003-8
Beer,Dr. Pepper,Alcoholic,448,4899,2818,2081,2021-01-20,Ronald Mccarty,Georgia,Chelseaton,84536,0-15-258257-6
Green Tea,Dr. Pepper,Tea,699,5115,1210,3905,2021-01-27,Bailey Richardson,Minnesota,New Gina,48141,0-932912-28-1
Black Tea,Pepsi,Tea,912,1235,5219,-3984,2020-01-26,Melissa Wilson,Maryland,Michaeltown,39077,1-168-53992-7
Wine,Dr. Pepper,Alcoholic,623,1521,5439,-3918,2023-02-24,Eric Castillo,Alabama,Maychester,56729,1-82701-843-7
Black Tea,Dr. Pepper,Tea,619,5444,7948,-2504,2021-05-27,Robert Bennett,Iowa,North Maria,27322,1-60490-977-3
Energy Drink,Pepsi,Soft Drink,236,9519,3882,5637,2023-01-14,Kristine Watkins,Florida,Port Deborah,96873,0-625-61012-1
Green Tea,Dr. Pepper,Tea,620,5378,3624,1754,2020-12-01,Deborah Diaz,Tennessee,North Charles,03489,1-09-264734-1
Beer,Pepsi,Alcoholic,601,2100,6559,-4459,2023-03-11,Cynthia Irwin,Texas,Kingfort,10159,1-77873-137-6
Vodka,Coca-Cola,Alcoholic,980,1110,7545,-6435,2020-09-09,Sierra Schmidt,Delaware,Ashleyhaven,53381,1-163-09112-X
Lemonade,Pepsi,Soft Drink,549,4882,3167,1715,2022-12-18,Steven Acosta,Kentucky,East Karen,89476,0-491-17302-4
Wine,Pepsi,Alcoholic,326,1969,4741,-2772,2022-10-25,Tonya Merritt,South Carolina,Murphyhaven,20819,1-4938-5417-8
Green Tea,Pepsi,Tea,506,3464,2571,893,2022-04-23,Troy Moreno,North Dakota,Lake Eric,04794,0-336-78201-2
Beer,Coca-Cola,Alcoholic,558,9726,1374,8352,2020-05-12,Peter Brown,California,Hancockhaven,55981,1-67872-960-4
Herbal Tea,Coca-Cola,Tea,297,5177,6322,-1145,2021-08-22,Taylor Morgan,Mississippi,Emilyton,10352,1-75912-264-5
Black Tea,Dr. Pepper,Tea,278,4779,6005,-1226,2020-06-28,Heather Nelson MD,Wyoming,Lake Mary,19932,1-64860-651-2
Coffee,Dr. Pepper,Coffee,612,3296,863,2433,2022-09-08,Joan Collins,Ohio,Justinchester,70978,1-203-25569-1
Black Tea,Coca-Cola,Tea,274,4366,5733,-1367,2022-01-04,Robin Cisneros,Texas,Novakshire,53280,0-424-51420-6
Green Tea,Coca-Cola,Tea,325,6777,561,6216,2020-05-14,Susan Frye,Vermont,Lisaport,59797,1-4927-1964-1
Lemonade,Dr. Pepper,Soft Drink,575,3791,6456,-2665,2023-05-08,Brandy Walters,Connecticut,Kruegerton,01526,1-248-01911-3
Herbal Tea,Dr. Pepper,Tea,190,3388,2195,1193,2021-01-08,Erin West,South Carolina,East Troy,37678,0-360-45062-8
Vodka,Pepsi,Alcoholic,282,9928,5586,4342,2020-02-19,Christina Harris,New Hampshire,Kimberlyside,68027,1-62056-005-4
